danceability,energy,valence,tempo,loudness,acousticness,speechiness,instrumentalness,mood
0.741,0.62,0.934,117.038,-5.505,0.0295,0.0412,0.000809,Happy
0.614,0.568,0.516,107.849,-5.477,0.00797,0.0276,0.0,Calm
0.548,0.532,0.405,85.03,-7.596,0.186,0.0323,0.000263,Calm
0.592,0.767,0.328,96.483,-2.788,0.0021,0.027,0.00165,Energetic
0.315,0.715,0.497,155.925,-8.072,0.00125,0.0362,7.97e-06,Calm
0.645,0.713,0.566,74.989,-5.355,0.00835,0.0393,0.0,Calm
0.458,0.795,0.513,123.229,-3.265,0.00316,0.0574,0.000202,Energetic
0.627,0.935,0.287,120.092,-4.882,0.0092,0.0324,0.0,Energetic
0.28,0.87,0.284,164.057,-4.219,0.000686,0.0592,0.00608,Energetic
0.58,0.865,0.587,100.016,-4.359,0.105,0.0313,0.0,Energetic
0.502,0.941,0.124,119.783,-5.194,0.000346,0.0716,0.319,Energetic
0.585,0.972,0.585,110.006,-4.45,0.0143,0.0534,0.0,Energetic
0.413,0.881,0.364,158.066,-5.541,5.99e-05,0.0367,0.000308,Energetic
0.493,0.808,0.38,117.971,-3.365,0.000235,0.0362,0.0,Energetic
0.268,0.742,0.416,159.779,-4.939,0.0518,0.0355,0.0,Calm
0.517,0.839,0.416,94.015,-3.521,0.0014,0.0287,0.000365,Energetic
0.514,0.637,0.18,80.401,-6.418,0.213,0.0363,2.27e-06,Calm
0.289,0.796,0.33,169.835,-4.22,0.00837,0.0494,2.61e-05,Energetic
0.595,0.717,0.547,88.969,-4.803,0.0779,0.0295,0.00274,Calm
0.513,0.442,0.243,81.201,-13.529,0.00731,0.0343,0.000838,Sad
0.615,0.911,0.685,108.0,-3.584,0.0686,0.0278,0.00188,Energetic
0.618,0.938,0.875,91.455,-3.442,0.0179,0.0456,0.0,Happy
0.36,0.684,0.2,77.15,-6.457,0.323,0.0308,0.0,Calm
0.621,0.901,0.744,113.967,-5.396,0.17,0.0302,0.0,Happy
0.519,0.595,0.237,129.786,-5.001,0.00151,0.0283,0.0,Calm
0.636,0.849,0.917,156.036,-7.075,0.0438,0.106,0.0,Happy
0.427,0.9,0.599,104.655,-3.674,0.116,0.0499,1.75e-05,Energetic
0.668,0.921,0.782,120.0,-3.727,0.0492,0.0439,0.00517,Happy
0.394,0.944,0.265,105.338,-6.506,0.00178,0.0761,4.54e-06,Energetic
0.274,0.652,0.1,173.008,-6.196,0.00768,0.0625,6.42e-05,Calm
0.602,0.905,0.411,128.019,-4.046,0.000202,0.0775,0.064,Energetic
0.276,0.715,0.173,137.028,-5.356,0.00552,0.0432,0.000417,Calm
0.556,0.913,0.73,96.184,-2.36,0.0193,0.0437,8.59e-06,Happy
0.572,0.839,0.465,143.969,-5.083,0.013,0.0377,0.00976,Energetic
0.424,0.588,0.193,144.636,-5.455,0.0553,0.0278,4.95e-06,Calm
0.644,0.939,0.861,106.031,-3.486,0.157,0.0456,0.0,Happy
0.556,0.486,0.243,119.955,-7.139,0.0371,0.0329,1.45e-06,Sad
0.297,0.842,0.586,100.127,-7.457,0.000286,0.0488,9.1e-06,Energetic
0.6,0.796,0.75,105.991,-4.481,0.000109,0.0275,5.2e-05,Happy
0.277,0.663,0.527,104.561,-8.821,0.000409,0.0377,0.00051,Calm
0.552,0.645,0.588,89.518,-6.595,0.00187,0.0268,1.38e-06,Calm
0.509,0.584,0.685,170.411,-4.907,0.0368,0.057,9.96e-05,Calm
0.437,0.94,0.48,151.417,-6.946,0.0524,0.0426,0.000573,Energetic
0.451,0.97,0.198,122.444,-4.938,0.0264,0.107,0.00355,Energetic
0.51,0.945,0.323,91.906,-5.405,0.000658,0.0804,4.8e-06,Energetic
0.511,0.862,0.361,98.021,-5.677,0.0656,0.0659,1.86e-06,Energetic
0.417,0.812,0.419,82.002,-3.979,0.0154,0.0332,2.11e-05,Energetic
0.466,0.872,0.806,184.115,-3.344,0.0156,0.0336,0.0,Happy
0.308,0.866,0.227,109.825,-5.671,0.000739,0.059,0.00141,Energetic
0.445,0.964,0.448,140.817,-5.493,0.037,0.282,0.0132,Energetic
0.415,0.908,0.437,114.816,-9.701,0.00437,0.0765,0.0345,Energetic
0.543,0.836,0.56,105.173,-9.11,0.000647,0.0353,0.431,Energetic
0.285,0.908,0.669,159.756,-4.601,0.0318,0.0705,0.00909,Energetic
0.43,0.704,0.703,118.242,-8.008,0.000155,0.0804,0.00221,Happy
0.417,0.934,0.287,127.066,-3.908,0.000278,0.119,0.0015,Energetic
0.283,0.891,0.226,92.049,-8.165,0.00678,0.178,0.0038,Energetic
0.437,0.695,0.413,102.178,-9.447,0.00111,0.0617,0.0857,Calm
0.365,0.763,0.342,148.366,-9.45,0.00726,0.0591,0.000457,Energetic
0.415,0.908,0.437,114.816,-9.701,0.00437,0.0765,0.0345,Energetic
0.354,0.982,0.194,143.772,-3.026,0.000237,0.168,0.000294,Energetic
0.577,0.828,0.604,123.257,-8.691,0.00213,0.0298,0.0114,Energetic
0.58,0.916,0.683,118.004,-4.358,0.000297,0.0387,0.0259,Energetic
0.353,0.898,0.525,103.299,-5.877,2.23e-05,0.052,0.105,Energetic
0.59,0.963,0.586,125.033,-6.489,8.75e-05,0.0676,0.000105,Energetic
0.554,0.949,0.233,129.984,-4.928,0.000318,0.0787,9.98e-05,Energetic
0.443,0.781,0.372,71.841,-4.277,1.33e-05,0.0377,0.205,Energetic
0.567,0.714,0.191,107.441,-8.512,0.0012,0.0302,0.417,Calm
0.585,0.776,0.427,77.987,-5.898,0.0572,0.0459,7.74e-06,Energetic
0.465,0.954,0.458,143.85,-4.251,0.000346,0.044,5.38e-06,Energetic
0.643,0.849,0.903,162.152,-5.428,0.0371,0.0526,0.0,Happy
0.718,0.691,0.552,100.008,-6.44,0.0159,0.0387,0.0,Calm
0.606,0.887,0.903,119.974,-4.404,0.000242,0.0598,0.0,Happy
0.774,0.75,0.927,118.015,-4.927,0.00207,0.0412,1.78e-05,Happy
0.517,0.906,0.731,172.977,-3.677,0.00272,0.0735,9.26e-06,Happy
0.45,0.883,0.328,93.41,-4.094,0.00193,0.0524,0.0,Energetic
0.487,0.9,0.484,149.937,-4.417,6.79e-05,0.0482,0.0,Energetic
0.457,0.406,0.208,151.95,-7.462,0.08,0.0291,0.0,Sad
0.414,0.936,0.74,170.229,-2.407,0.00136,0.0758,0.0,Happy
0.494,0.939,0.893,177.751,-3.127,0.00666,0.126,0.0,Happy
0.61,0.893,0.673,104.031,-3.681,0.154,0.0921,4.41e-05,Energetic
0.602,0.923,0.765,136.01,-3.763,0.0098,0.044,0.0,Happy
0.569,0.83,0.609,170.094,-4.106,0.0807,0.14,0.0,Energetic
0.434,0.897,0.685,148.708,-4.918,0.0103,0.0488,0.0,Energetic
0.546,0.814,0.146,104.98,-5.146,0.023,0.0314,0.0,Energetic
0.331,0.943,0.296,94.612,-3.188,0.00721,0.0698,2.06e-06,Energetic
0.578,0.926,0.877,149.976,-3.689,0.00472,0.0548,0.0127,Happy
0.655,0.781,0.584,110.024,-6.547,0.00103,0.034,5.33e-06,Energetic
0.496,0.682,0.474,167.06,-4.095,0.00552,0.0294,2.94e-05,Calm
0.38,0.988,0.769,186.113,-2.042,2.64e-05,0.0639,7.86e-05,Happy
0.693,0.823,0.741,87.904,-3.761,0.0932,0.0726,0.0,Happy
0.452,0.563,0.209,137.715,-6.607,0.144,0.0272,0.0,Calm
0.628,0.744,0.277,119.921,-4.718,0.0257,0.0379,0.0,Calm
0.494,0.946,0.741,103.408,-2.757,0.00129,0.0637,0.0,Happy
0.486,0.904,0.786,173.734,-3.751,3.43e-05,0.0638,2.83e-05,Happy
0.545,0.932,0.464,92.956,-2.189,0.000665,0.0399,0.0,Energetic
0.308,0.873,0.686,143.519,-4.542,0.00022,0.0533,0.000729,Energetic
0.46,0.892,0.59,154.844,-5.046,0.0051,0.0619,0.0,Energetic
0.463,0.857,0.856,111.647,-3.063,0.0506,0.0632,0.0,Happy
0.403,0.914,0.626,196.482,-5.215,0.000579,0.142,0.0,Energetic
0.391,0.951,0.468,157.663,-7.419,0.012,0.0688,0.000446,Energetic
0.818,0.705,0.772,138.559,-6.679,0.00836,0.177,0.00233,Happy
0.21,0.94,0.255,179.722,-3.427,0.00602,0.123,0.0,Energetic
0.28,0.87,0.284,164.057,-4.219,0.000686,0.0592,0.00608,Energetic
0.695,0.818,0.916,119.965,-5.379,0.00647,0.0334,4.87e-06,Happy
0.356,0.96,0.0857,125.921,-3.487,0.0142,0.104,0.0,Energetic
0.467,0.883,0.309,122.252,-3.679,0.000321,0.106,0.000152,Energetic
0.411,0.986,0.649,165.981,-2.522,0.000264,0.0583,0.00148,Energetic
0.289,0.796,0.33,169.835,-4.22,0.00837,0.0494,2.61e-05,Energetic
0.202,0.886,0.192,145.781,-3.805,0.0286,0.0816,0.0,Energetic
0.579,0.928,0.882,95.594,-4.344,0.000715,0.0411,0.0,Happy
0.494,0.842,0.574,162.011,-4.784,0.00579,0.0843,0.0,Energetic
0.621,0.961,0.449,114.451,-3.198,0.00523,0.154,0.0,Energetic
0.409,0.959,0.83,193.144,-4.563,0.000324,0.0869,0.0,Happy
0.29,0.827,0.45,167.086,-3.451,0.000659,0.0362,2.55e-06,Energetic
0.52,0.775,0.383,136.02,-5.803,0.034,0.0348,0.0,Energetic
0.403,0.965,0.431,112.363,-2.238,3.81e-05,0.0964,0.000276,Energetic
0.472,0.925,0.338,159.989,-3.545,0.000394,0.15,0.000528,Energetic
0.756,0.422,0.487,112.751,-12.967,0.0165,0.0292,0.00183,Calm
0.332,0.214,0.11,67.531,-12.518,0.845,0.0349,5.62e-06,Sad
0.581,0.498,0.111,116.262,-6.9,0.198,0.0276,0.0,Sad
0.641,0.428,0.53,149.705,-9.29,0.0666,0.024,0.0,Calm
0.546,0.519,0.247,140.054,-9.072,0.36,0.0291,0.00046,Calm
0.52,0.652,0.722,80.61,-6.655,0.339,0.0274,6.14e-05,Happy
0.651,0.402,0.258,119.873,-9.303,0.639,0.028,7.73e-05,Sad
0.509,0.317,0.247,131.783,-16.063,0.621,0.0305,5.28e-05,Sad
0.476,0.381,0.33,121.948,-10.238,0.727,0.0342,0.0,Sad
0.636,0.264,0.264,99.304,-14.567,0.593,0.0263,4.22e-05,Sad
0.418,0.249,0.213,82.803,-13.744,0.841,0.0301,0.661,Sad
0.593,0.74,0.501,118.01,-6.12,0.364,0.0339,2.14e-05,Calm
0.691,0.64,0.452,101.991,-5.087,0.0247,0.0384,5.24e-06,Calm
0.584,0.533,0.224,131.745,-7.11,0.684,0.0305,0.0,Calm
0.727,0.65,0.668,129.993,-5.357,0.662,0.0337,0.0,Calm
0.686,0.588,0.617,94.519,-8.343,0.178,0.0554,0.0,Calm
0.508,0.72,0.472,79.983,-5.908,0.272,0.0628,0.0,Calm
0.536,0.612,0.57,86.768,-5.847,0.119,0.272,0.0,Calm
0.384,0.438,0.287,87.903,-9.149,0.753,0.0362,0.0,Sad
0.615,0.467,0.177,119.919,-9.883,0.314,0.0327,0.0,Sad
0.56,0.825,0.268,94.931,-3.862,0.323,0.0379,0.0,Energetic
0.805,0.602,0.744,94.382,-9.7,0.119,0.0579,0.000122,Happy
0.634,0.512,0.193,128.019,-8.651,0.114,0.0285,3.91e-06,Calm
0.675,0.479,0.454,81.998,-9.87,0.633,0.0278,1.76e-05,Calm
0.713,0.678,0.734,138.009,-3.525,0.273,0.102,0.0,Happy
0.728,0.859,0.535,65.043,-5.237,0.0401,0.137,0.0,Energetic
0.657,0.629,0.726,93.985,-4.938,0.194,0.0782,0.0,Happy
0.845,0.467,0.702,138.007,-7.674,0.0586,0.138,0.0,Calm
0.583,0.621,0.399,140.036,-6.902,0.00972,0.0479,0.00106,Calm
0.727,0.68,0.728,132.012,-4.498,0.0101,0.0286,0.0,Happy
0.749,0.925,0.641,86.989,-5.034,0.241,0.227,0.0,Energetic
0.637,0.73,0.731,93.867,-5.38,0.322,0.0877,0.0,Happy
0.522,0.932,0.33,129.473,-2.87,0.119,0.255,0.0,Energetic
0.328,0.622,0.401,74.267,-7.291,0.858,0.0866,0.0,Calm
0.692,0.422,0.468,74.375,-10.533,0.0811,0.0333,0.0,Calm
0.644,0.549,0.167,90.04,-5.415,0.0209,0.0285,8.85e-06,Calm
0.656,0.479,0.708,184.374,-7.055,0.0665,0.0348,0.00272,Calm
0.78,0.768,0.507,80.063,-4.325,0.0371,0.238,2.34e-06,Energetic
0.638,0.656,0.225,104.036,-5.886,0.188,0.0357,0.0,Calm
0.84,0.476,0.767,139.987,-7.918,0.0264,0.0629,0.0,Calm
0.553,0.614,0.345,136.628,-5.098,0.764,0.0306,0.0,Calm
0.569,0.596,0.754,93.135,-6.486,0.452,0.172,7.92e-05,Calm
0.78,0.565,0.365,101.967,-7.32,0.736,0.0306,0.00269,Calm
0.65,0.306,0.605,118.068,-9.443,0.57,0.0393,7.07e-06,Calm
0.762,0.661,0.769,130.009,-6.075,0.15,0.0687,0.0,Happy
0.596,0.606,0.886,97.785,-12.145,0.181,0.0255,0.000327,Happy
0.249,0.834,0.337,118.222,-8.21,0.0742,0.0574,9.69e-05,Energetic
0.422,0.752,0.404,120.47,-8.682,0.0366,0.0449,0.000119,Energetic
0.467,0.247,0.258,140.232,-14.161,0.906,0.0314,0.0157,Sad
0.664,0.5,0.801,117.896,-6.935,0.799,0.0651,0.0,Calm
0.486,0.638,0.178,144.458,-6.231,0.000921,0.0323,0.0,Calm
0.264,0.122,0.0735,148.658,-15.399,0.885,0.0349,0.349,Sad
0.753,0.485,0.547,95.968,-9.431,0.345,0.035,0.00104,Calm
0.598,0.561,0.231,115.011,-11.676,0.611,0.0376,0.0417,Calm
0.733,0.324,0.388,141.8,-8.122,0.479,0.033,0.0,Sad
0.702,0.22,0.197,129.9,-13.696,0.698,0.0403,0.0,Sad
0.413,0.467,0.377,157.338,-9.282,0.732,0.0292,0.0111,Sad
0.662,0.378,0.207,120.133,-10.908,0.475,0.0361,6.84e-06,Sad
0.555,0.216,0.504,79.109,-11.661,0.557,0.0721,0.00416,Calm
0.388,0.291,0.51,83.943,-12.952,0.774,0.0421,1.93e-05,Calm
0.531,0.363,0.259,121.412,-7.672,0.749,0.0608,0.0,Sad
0.303,0.187,0.212,132.679,-16.757,0.989,0.0356,0.499,Sad
0.527,0.551,0.443,148.035,-11.258,0.384,0.0345,2.75e-06,Calm
0.6,0.186,0.468,110.044,-15.926,0.909,0.0317,0.00102,Calm
0.586,0.439,0.365,122.877,-7.993,0.715,0.0346,0.0,Sad
0.654,0.417,0.649,87.003,-9.226,0.446,0.0387,0.0,Calm
0.483,0.731,0.484,101.654,-6.696,0.436,0.0381,0.0,Calm
0.656,0.731,0.376,94.009,-5.861,0.575,0.0278,0.00111,Calm
0.505,0.624,0.413,170.076,-6.526,0.0253,0.0373,1.06e-05,Calm
0.413,0.452,0.102,108.953,-10.232,0.588,0.0308,0.0413,Sad
0.637,0.864,0.706,99.995,-4.381,0.484,0.0468,0.0,Happy
0.494,0.413,0.273,94.938,-10.432,0.682,0.0254,6.72e-05,Sad
0.611,0.331,0.559,95.015,-12.493,0.93,0.028,0.000276,Calm
0.681,0.312,0.789,128.094,-16.173,0.816,0.0452,0.000619,Calm
0.625,0.316,0.452,127.823,-12.124,0.777,0.0815,0.238,Calm
0.537,0.399,0.832,171.402,-13.547,0.202,0.0269,0.0546,Calm
0.687,0.533,0.814,130.398,-8.853,0.573,0.0314,6.43e-05,Calm
0.653,0.507,0.831,123.188,-17.18,0.687,0.0534,0.0147,Calm
0.611,0.331,0.559,95.015,-12.493,0.93,0.028,0.000276,Calm
0.583,0.309,0.473,82.789,-14.509,0.824,0.045,0.207,Calm
0.868,0.748,0.829,119.965,-3.492,0.29,0.0951,3.93e-06,Happy
0.854,0.611,0.417,100.024,-6.26,0.223,0.0864,0.0,Calm
0.522,0.128,0.124,109.986,-18.717,0.894,0.0357,0.026,Sad
0.498,0.235,0.0895,118.917,-16.541,0.72,0.188,0.0,Sad
0.235,0.00362,0.0885,69.677,-37.822,0.995,0.0441,0.79,Sad
0.853,0.618,0.32,126.031,-10.833,0.633,0.0923,0.89,Calm
0.875,0.518,0.37,126.089,-8.388,0.0638,0.0551,0.00995,Calm
0.571,0.791,0.585,122.085,-5.935,0.0494,0.0741,0.0,Energetic
0.793,0.717,0.466,121.985,-4.759,0.0927,0.0393,3.6e-05,Calm
0.762,0.942,0.038,120.0,-6.432,0.586,0.038,0.764,Energetic
0.58,0.777,0.589,108.005,-5.69,0.104,0.0655,0.0,Energetic
0.729,0.836,0.288,113.998,-4.312,0.156,0.0462,3.27e-05,Energetic
0.875,0.518,0.37,126.089,-8.388,0.0638,0.0551,0.00995,Calm
0.704,0.787,0.31,119.996,-6.751,0.00926,0.0462,0.00538,Energetic
0.853,0.618,0.32,126.031,-10.833,0.633,0.0923,0.89,Calm
0.596,0.856,0.743,127.949,-3.556,0.0211,0.0346,0.0178,Happy
0.874,0.869,0.726,126.027,-5.996,0.00116,0.0315,0.00238,Happy
0.88,0.729,0.246,127.028,-6.378,0.334,0.176,0.0113,Calm
0.755,0.86,0.618,128.004,-4.811,0.0144,0.0523,7.47e-06,Energetic
0.513,0.813,0.355,125.91,-2.744,0.28,0.0335,0.0,Energetic
0.845,0.797,0.422,121.985,-4.984,0.0582,0.139,5.57e-06,Energetic
0.58,0.777,0.589,108.005,-5.69,0.104,0.0655,0.0,Energetic
0.687,0.818,0.886,125.952,-4.221,0.0112,0.0778,0.0,Happy
0.847,0.69,0.692,125.004,-7.877,0.0127,0.0493,6e-05,Calm
0.67,0.896,0.403,101.216,-4.673,0.0342,0.058,3.21e-05,Energetic
0.671,0.876,0.964,129.998,-5.681,0.12,0.0352,0.188,Happy
0.587,0.722,0.466,121.964,-6.983,0.000754,0.0709,0.668,Calm
0.655,0.886,0.778,120.032,-5.227,0.066,0.0502,0.0,Happy
0.558,0.655,0.39,129.89,-5.476,0.208,0.0379,0.0,Calm
0.847,0.637,0.0509,120.033,-8.751,0.201,0.0587,0.201,Calm
0.545,0.793,0.411,87.024,-3.615,0.191,0.0371,0.00281,Energetic
0.581,0.647,0.257,117.737,-7.335,0.0778,0.0614,0.0502,Calm
0.621,0.785,0.779,123.96,-4.499,0.0165,0.11,5.92e-06,Happy
0.714,0.841,0.865,129.973,-5.942,0.0622,0.0641,0.366,Happy
0.848,0.821,0.249,125.051,-5.408,0.0169,0.0527,0.000403,Energetic
0.605,0.855,0.302,75.031,-4.414,0.473,0.329,0.000709,Energetic
0.763,0.782,0.502,127.034,-4.541,0.182,0.0346,7.08e-06,Energetic
0.777,0.821,0.439,140.039,-4.963,0.14,0.0595,0.0042,Energetic
0.853,0.594,0.83,129.995,-6.823,0.052,0.0371,0.134,Calm
0.747,0.867,0.684,124.015,-7.311,0.582,0.088,0.00413,Energetic
0.567,0.606,0.314,123.006,-6.543,0.0801,0.0438,0.0,Calm
0.651,0.937,0.666,123.993,-4.078,0.236,0.0468,0.0975,Energetic
0.671,0.888,0.412,123.031,-4.285,0.0022,0.0412,0.0106,Energetic
0.634,0.714,0.409,127.993,-7.529,0.00882,0.104,0.0025,Calm
0.689,0.897,0.582,124.025,-4.487,0.145,0.034,4.6e-06,Energetic
0.652,0.863,0.805,130.02,-4.853,0.0921,0.0523,0.0,Happy
0.608,0.688,0.214,127.938,-8.597,0.0554,0.0499,0.00736,Calm
0.772,0.951,0.4,74.973,-3.375,0.0634,0.271,0.000738,Energetic
0.588,0.88,0.523,130.085,-5.15,0.0243,0.0354,6.89e-05,Energetic
0.785,0.831,0.673,126.056,-3.681,0.0038,0.0444,0.0105,Energetic
0.724,0.8,0.925,119.984,-5.468,0.0103,0.0541,9.38e-05,Happy
0.599,0.392,0.26,75.066,-6.869,0.378,0.0257,0.000107,Sad
0.713,0.802,0.343,100.001,-7.055,0.0435,0.0561,0.00377,Energetic
0.631,0.953,0.422,141.99,-3.739,0.0241,0.0343,0.0155,Energetic
0.762,0.942,0.038,120.0,-6.432,0.586,0.038,0.764,Energetic
0.695,0.432,0.765,81.109,-8.195,0.312,0.0479,0.0,Calm
0.738,0.483,0.774,90.941,-9.097,0.467,0.0526,0.0,Calm
0.72,0.538,0.805,80.096,-8.874,0.348,0.0455,0.0,Calm
0.848,0.712,0.692,91.98,-3.574,0.221,0.0981,0.0,Calm
0.725,0.681,0.762,99.998,-5.277,0.318,0.0376,0.0,Happy
0.763,0.519,0.804,100.025,-7.426,0.22,0.0636,6.42e-06,Calm
0.773,0.616,0.25,104.008,-4.516,0.0565,0.0416,4.24e-05,Calm
0.786,0.854,0.522,117.994,-2.4,0.169,0.0741,2.39e-05,Energetic
0.724,0.578,0.757,167.985,-7.117,0.632,0.0819,1.06e-06,Calm
0.911,0.778,0.345,96.057,-2.248,0.0887,0.262,2.16e-05,Energetic
0.801,0.645,0.528,119.935,-5.605,0.604,0.0706,0.0,Calm
0.787,0.621,0.13,139.056,-5.009,0.15,0.068,0.000402,Calm
0.847,0.724,0.396,94.601,-5.41,0.0869,0.298,1.11e-06,Calm
0.845,0.795,0.681,94.969,-3.502,0.343,0.0681,1.78e-05,Energetic
0.841,0.738,0.484,169.918,-7.455,0.52,0.307,0.0,Calm
0.652,0.8,0.234,143.978,-4.019,0.143,0.0614,0.629,Energetic
0.863,0.706,0.686,140.017,-5.555,0.143,0.103,4.43e-05,Calm
0.713,0.703,0.576,123.06,-5.769,0.298,0.194,0.0,Calm
0.911,0.712,0.425,92.005,-5.105,0.0901,0.0817,2.68e-05,Calm
0.797,0.616,0.451,103.071,-10.229,0.762,0.375,0.000293,Calm
0.801,0.475,0.234,98.047,-8.797,0.141,0.0516,1.73e-05,Sad
0.65,0.715,0.187,106.672,-5.198,0.0993,0.253,0.000291,Calm
0.795,0.684,0.419,114.011,-3.971,0.0225,0.0419,0.0,Calm
0.663,0.786,0.579,196.12,-3.51,0.229,0.195,0.0,Energetic
0.771,0.707,0.317,127.963,-6.404,0.389,0.055,0.0,Calm
0.815,0.856,0.872,91.995,-3.825,0.4,0.122,8.34e-05,Happy
0.725,0.86,0.791,175.896,-3.726,0.422,0.182,0.000284,Happy
0.659,0.688,0.632,153.979,-4.649,0.207,0.0673,0.0,Calm
0.644,0.648,0.44,179.951,-4.601,0.276,0.118,0.0,Calm
0.811,0.637,0.471,92.025,-4.835,0.234,0.0591,0.000572,Calm
0.856,0.618,0.391,81.993,-4.892,0.0303,0.286,0.0,Calm
0.78,0.759,0.579,91.952,-3.292,0.462,0.225,0.000868,Energetic
0.731,0.573,0.145,109.928,-10.059,0.401,0.0544,5.22e-05,Calm
0.691,0.765,0.855,174.021,-4.727,0.464,0.111,3.29e-06,Happy
0.607,0.829,0.685,96.172,-4.074,0.0103,0.379,0.0,Energetic
0.685,0.848,0.761,179.87,-4.561,0.0861,0.0858,7.14e-06,Happy
0.86,0.791,0.887,92.023,-4.784,0.169,0.0568,0.000106,Happy
0.9,0.603,0.824,129.928,-5.313,0.402,0.0646,4.81e-06,Happy
0.762,0.801,0.81,93.992,-3.661,0.2,0.0409,7.04e-05,Happy
0.86,0.758,0.453,97.014,-5.16,0.021,0.0695,6.54e-05,Energetic
0.879,0.703,0.788,94.004,-4.219,0.143,0.0701,0.0,Happy
0.819,0.596,0.622,165.951,-7.009,0.225,0.318,1.19e-06,Calm
0.756,0.646,0.429,176.088,-5.795,0.152,0.319,1.81e-05,Calm
0.639,0.791,0.933,92.603,-4.443,0.0275,0.254,0.0,Happy
0.61,0.624,0.244,176.169,-4.773,0.6,0.309,2.12e-06,Calm
0.882,0.689,0.746,97.963,-4.027,0.39,0.124,0.00325,Happy
0.857,0.647,0.553,95.982,-4.152,0.391,0.0984,1.2e-06,Calm
0.737,0.86,0.656,93.989,-2.652,0.11,0.0593,1.94e-06,Energetic
0.746,0.836,0.874,96.993,-4.336,0.145,0.0445,0.00291,Happy
0.818,0.673,0.695,87.961,-7.542,0.348,0.148,0.0,Calm
0.718,0.711,0.92,173.916,-5.746,0.157,0.11,5.52e-05,Happy
0.73,0.701,0.785,175.95,-5.885,0.132,0.106,0.0,Happy
0.746,0.746,0.733,175.965,-5.046,0.152,0.102,0.0,Happy
0.807,0.681,0.676,140.006,-6.268,0.423,0.0983,0.0,Calm
0.799,0.69,0.682,106.034,-7.252,0.282,0.1,0.001,Calm
0.683,0.812,0.724,87.864,-4.493,0.161,0.0711,0.000404,Happy
0.55,0.598,0.543,83.836,-5.402,0.132,0.0831,2.58e-06,Calm
0.714,0.761,0.906,168.022,-4.596,0.139,0.0427,0.00035,Happy
0.713,0.617,0.682,168.021,-4.637,0.122,0.0887,0.0,Calm
0.627,0.675,0.961,79.31,-7.125,0.125,0.212,0.0,Happy
0.635,0.706,0.443,88.863,-3.224,0.256,0.125,0.0,Calm
0.762,0.766,0.442,130.001,-3.955,0.00776,0.0343,6.98e-05,Energetic
0.793,0.745,0.716,94.979,-4.579,0.182,0.0571,0.000189,Happy
0.737,0.766,0.662,93.956,-4.242,0.31,0.0458,6.63e-06,Energetic
0.639,0.703,0.138,169.888,-6.33,0.0889,0.0794,1.78e-06,Calm
0.843,0.7,0.899,93.991,-3.563,0.0934,0.0803,0.0,Happy
0.869,0.694,0.511,90.02,-3.35,0.356,0.0783,0.00125,Calm
0.695,0.636,0.575,174.14,-4.654,0.234,0.317,0.0,Calm
0.564,0.903,0.607,78.293,-3.221,0.356,0.307,0.0,Energetic
0.804,0.674,0.292,99.968,-5.453,0.294,0.0333,1.18e-06,Calm
0.849,0.584,0.724,115.018,-8.195,0.0929,0.115,6.18e-06,Calm
0.655,0.673,0.342,181.891,-5.98,0.473,0.308,0.0,Calm
0.627,0.858,0.342,92.523,-2.824,0.263,0.386,0.0,Energetic
0.703,0.694,0.298,95.0,-4.808,0.436,0.0607,5.8e-06,Calm
0.757,0.789,0.464,91.911,-3.46,0.307,0.0583,0.0,Energetic
0.704,0.739,0.425,179.879,-3.286,0.328,0.112,1.93e-05,Calm
0.734,0.846,0.604,98.026,-3.425,0.166,0.0489,1.74e-06,Energetic
0.892,0.662,0.607,93.976,-3.894,0.169,0.162,1.24e-06,Calm
0.812,0.479,0.559,169.922,-5.678,0.213,0.333,1.21e-06,Calm
0.791,0.892,0.916,97.008,-2.58,0.0509,0.0521,0.000355,Happy
0.708,0.737,0.607,91.986,-4.045,0.0739,0.0436,0.00162,Calm
0.822,0.711,0.934,102.984,-4.943,0.179,0.0668,1.46e-05,Happy
0.785,0.812,0.903,162.087,-3.174,0.147,0.0644,0.0,Happy
0.843,0.794,0.796,92.998,-4.686,0.226,0.0426,1.22e-06,Happy
0.771,0.769,0.931,167.969,-3.504,0.18,0.0694,1.57e-05,Happy
0.72,0.88,0.463,180.011,-2.834,0.0562,0.101,0.06,Energetic
0.817,0.672,0.774,93.999,-5.612,0.441,0.299,0.0,Happy
0.898,0.543,0.359,98.992,-8.317,0.343,0.121,0.000623,Calm
0.725,0.709,0.648,99.993,-5.017,0.321,0.129,0.000189,Calm
0.88,0.766,0.594,96.037,-2.906,0.0881,0.0505,1.79e-05,Energetic
0.714,0.671,0.641,169.727,-5.119,0.292,0.362,0.0,Calm
0.703,0.617,0.486,173.97,-5.696,0.215,0.151,6.11e-06,Calm
0.763,0.626,0.78,100.02,-5.637,0.0859,0.0433,0.225,Happy
0.791,0.499,0.669,99.986,-8.472,0.446,0.0509,2.41e-05,Calm
0.793,0.476,0.578,129.992,-10.515,0.132,0.0406,0.0,Calm
0.535,0.71,0.523,92.009,-2.978,0.428,0.324,0.0,Calm
0.924,0.668,0.787,128.027,-6.795,0.446,0.0469,0.000594,Happy
0.69,0.482,0.356,100.029,-6.335,0.523,0.2,0.0004,Sad
0.937,0.779,0.95,128.028,-3.539,0.22,0.329,6.85e-05,Happy
